poi_id;writer;keyword;wrating;wtime;mlocation;review;ids;titlen;mrating;mtipe;wlocation;mtotreview;wlocationlat;wlocationlong
42;Muller-reizen-op-pad;;30;2015/9/18;-7.167077,107.354195;A tour in the factory (10-15 minutes, cup of tea, a teapack) about the teaprocess is nice but expensive (80.000Rp) for what you get. The walk in the field you can do for free and nice to make pictures.;311639157;If you love tea it is interesting - Malabar Tea Plantations;40;Nature & Wildlife Areas, Nature & Parks ;The Netherlands;46;52.132633;5.291266
42;Seetalusha;;50;2015/12/12;-6.913453,107.609;Besides shopping this was another refreshing place .the greenery was eye relaxing . It was fun seeing how quickly the girls used both their hands to pick the top leaves from the tea plants .;332304027;Malabar tea plantation - Malabar Tea Plantations;40;Nature & Wildlife Areas, Nature & Parks ;Singapore, Singapore;46;1.352083;103.819836
42;Taco d;;40;2016/5/29;-6.911733,107.61102;Went to see the Malabar estate and factory. The estate is beautiful, I had lunch in the manager bungalow, good food!! The bungalow had its old beauty still, than took a long walk through the gardens to the hilltop where there is a small canopy and where you have a great view of the surrounding areas. Walked back through the village to see the folks working on the estate. The estate and the factory are now under government management and this was most apparent in the factory that was in a dilapidated condition. Also the quality of the tea produced clearly showed poor plucking techniques and poor supervision by management. The buildings and machinery were poorly maintained, this was a bit of a disappointment.;377617570;Beautiful gardens - Malabar Tea Plantations;40;Nature & Wildlife Areas, Nature & Parks ;Sanur, Indonesia;46;-8.707178;115.262624
42;Afif H;;40;2016/3/25;-6.911733,107.61102;A refreshment site, beautiful scenery, yet a bit far from bandung. You can see the boscha tomb, the founder of this plantation and his house. You can rent the inn inside the plantation, or you can camp around the tea..its your choice.;358571346;Perfect for camp - Malabar Tea Plantations;40;Nature & Wildlife Areas, Nature & Parks ;Singapore, Singapore;46;1.352083;103.819836
44;filou1212;open to the public, unique building, education, architecture, dutch, indonesia;50;2016/4/7;-6.911733,107.61102;This building is in the grounds of the Education University and a short walk from the Mercure Setiabudi and several other hotels. It is well worth a look, especially for fans of this style of architecture. You cannot go inside but you can view the building from all angles, take some great photos, and the surrounding gardens are also lovely.;362418921;beautiful art-deco building - Villa Isola;40;Architectural Buildings, Sights & Landmarks ;Melbourne, Australia;67;-37.813628;144.963058
44;Apsha;open to the public, unique building, education, architecture, dutch, indonesia;50;2016/1/29;-6.911733,107.61102;One word, unique! I grew up at this place. My elementary school is on the same complex. Almost everyday I visited this place. Someday, I try to enter this building for study tour. It has a circle stairs everywhere. Amazing! So every room in this building look like a secret room because the door positions are somehow unexpected. My favourite, is at the left wings (outside). Because there is a circle stairs, so we can slide into the ground. What a childhood memories :);343695603;Isola, Bumi Siliwangi - Villa Isola;40;Architectural Buildings, Sights & Landmarks ;Bandung, Indonesia;67;-6.917464;107.619123
42;Darnel-HDI;;40;2015/11/18;-7.167077,107.354195;This tea plantation is located at the elevation of 1200 meters in the foot of Malabar Mount. It is about 50 kilometer south of Bandung. One of the oldest tea plantation established during Dutch occupation. The view is very beautiful and the air is very fresh. You can have the tea processing tour or walk atound on your own.;327710208;Nice View and Nice Weather - Malabar Tea Plantations;40;Nature & Wildlife Areas, Nature & Parks ;Jakarta, Indonesia;46;-6.17511;106.865039
42;Ling L;;40;2016/6/8;-6.913453,107.609;This place is located around 2.5 hrs from centre of Bandung.Can be reached by public transport but my suggestion is more convinience to go by own car.Passing this palace u can visit the famous of White Crater and Patenggang Lake.Nice green and beautifull scenery.Very recommended !!!;380995506;Amazing Tea Plantation View ! - Malabar Tea Plantations;40;Nature & Wildlife Areas, Nature & Parks ;Bandung, Indonesia;46;-6.917464;107.619123
44;bob s;open to the public, unique building, education, architecture, dutch, indonesia;10;2016/5/13;-6.911733,107.61102;So it's a garden and campus tour. Not a big garden either. I wouldn't recommend going out of your way for this! If you are close by, then go for it. ;372690263;Can't go in - Villa Isola;40;Architectural Buildings, Sights & Landmarks ;Melbourne, Australia;67;-37.813628;144.963058
44;IraRahmayanti;open to the public, unique building, education, architecture, dutch, indonesia;30;2016/2/18;-6.911733,107.61102;It was built as a villa, but now functioning as the office of Rector/President of Indonesia University of Education/UPI. Some official ceremony still held there (like doctoral seminars and the like). Some people even do pre wedding session here (outside of course..). Its a beautiful building, a good object for picture but cant go inside.. ;349016771;Good for picture, cant go inside.. - Villa Isola;40;Architectural Buildings, Sights & Landmarks ;Bandung, Indonesia;67;-6.917464;107.619123
44;Indra P;open to the public, unique building, education, architecture, dutch, indonesia;30;2016/3/16;-6.861283,107.59296;Designed by Dutch architect Charles Prosper Wolff Schoemaker as main resident of businessman Willem Beretty. Schoemaker take art deco seriously in building Isola. Combining cruise boat-like design and classic Renaissance-era garden.Isola now functioned as rectorate building for Universitas Pendidikan Indonesia (Indonesian Education University).;356203338;Best Art Deco Building In Bandung - Villa Isola;40;Architectural Buildings, Sights & Landmarks ;Jakarta;67;-6.17511;106.865039
61;Yeni H;;30;2017/7/12;-6.911733,107.61102;well at least no need to walking side by side with cars, but too crowded, and no rain shelter. it's good place to enjoy culinary.;501181162;nice concept - Teras Cihampelas;35;Points of Interest & Landmarks, Bridges, Scenic Walking Areas, Sights & Landmarks ;Jakarta, Indonesia;29;-6.17511;106.865039
44;Astie R;open to the public, unique building, education, architecture, dutch, indonesia;50;2016/9/9;-6.911733,107.61102;this is my university attractive point. the building has been a university office, but it has a long way history about it.;416647686;University Main Point - Villa Isola;40;Architectural Buildings, Sights & Landmarks ;Melbourne, Australia;67;-37.813628;144.963058
61;Leo H;;40;2017/8/22;-6.89593,107.60396;Very crowded at weekend many food in there. Teras cihampelas is a walking zone at upside cihampelas street.;516217590;Crowded - Teras Cihampelas;35;Points of Interest & Landmarks, Bridges, Scenic Walking Areas, Sights & Landmarks ;Jakarta, Indonesia;29;-6.17511;106.865039
44;NikolasEdo11;open to the public, unique building, education, architecture, dutch, indonesia;40;2017/3/22;-6.911733,107.61102;This building is good for photoshoot for instagram or relaxing because the architecture is made by Dutch in the Colonial era in the past.;469381724;Historical Building of Indonesia - Villa Isola;40;Architectural Buildings, Sights & Landmarks ;Bandung, Indonesia;67;-6.917464;107.619123
44;Berry C;open to the public, unique building, education, architecture, dutch, indonesia;50;2016/8/28;-6.911733,107.61102;a unique building. people said this building is one of the best of art deco building in the world. unfortunately is not open to the public, but we can still enjoy this building from the outside, while sitting in his garden spoiled cool.;412072460;a great architectural building - Villa Isola;40;Architectural Buildings, Sights & Landmarks ;Melbourne, Australia;67;-37.813628;144.963058
61;nuningloft;;20;2017/10/9;-6.89593,107.60396;We're come arround 7.00 pm. And try to explore this open area. And then we're smell some bad air. Looks like a lot of people already peeing often in some area. Many shops sell same item. And no special price. ;529446223;Bad smell - Teras Cihampelas;35;Points of Interest & Landmarks, Bridges, Scenic Walking Areas, Sights & Landmarks ;Karawang, Indonesia;29;-6.301566;107.296652
67;uthinx;;50;2014/9/24;-6.911733,107.61102;Even this building already became Bank Tabungan Pensiunan Nasional, you still can visit this Building and if they have time, they are willing to accompany you and tell the story about this building.Built in 1937 and had a lot renovation from several owners, but 3 years ago BTPN started the restoration the building back to 1937..;230797711;The gem of Bandung - Gedung De Driekleur / Gedung Tiga Warna;40;Architectural Buildings, Sights & Landmarks ;Indonesia;21;-0.789275;113.921327
67;kenshin8088;;40;2015/3/18;-6.911733,107.61102;Since the restaurant is close to the main road we were disturbed by the cars. The wall of plants also had a plastic wall which wouln't let any wind or air pass and therfore made it very hot inside.;260336138;so far so good - Gedung De Driekleur / Gedung Tiga Warna;40;Architectural Buildings, Sights & Landmarks ;Bandung, Indonesia;21;-6.917464;107.619123
